id,timestamp,time,open,high,low,close,adt,vol,vol_color,vol_ma,Basis,Upper,Lower
0,"2017-09-07 21:00:00",1504818000,1.31001,1.32241,1.30941,1.31881,309932,309932,309932,309932,1.2929329999999901,1.2929329999999901,1.2929329999999901
1,"2017-09-10 21:00:00",1505077200,1.31799,1.32223,1.31609,1.31627,248062,248062,248062,248062,1.2939289999999901,1.2939289999999901,1.2939289999999901
2,"2017-09-11 21:00:00",1505163600,1.31627,1.32983,1.31605,1.32827,308930,308930,308930,308930,1.29601299999999,1.29601299999999,1.29601299999999
3,"2017-09-12 21:00:00",1505250000,1.32827,1.3329,1.31838,1.32082,303959,303959,303959,303959,1.29760349999999,1.29760349999999,1.29760349999999
4,"2017-09-13 21:00:00",1505336400,1.32082,1.34058,1.31464,1.33964,407936,407936,407936,407936,1.30025349999999,1.30025349999999,1.30025349999999
5,"2017-09-14 21:00:00",1505422800,1.33964,1.36166,1.33802,1.35832,396710,396710,396710,396710,1.30381599999999,1.30381599999999,1.30381599999999
6,"2017-09-17 21:00:00",1505682000,1.3558,1.36183,1.34647,1.34949,297121,297121,297121,297121,1.30681349999999,1.30681349999999,1.30681349999999
7,"2017-09-18 21:00:00",1505768400,1.34949,1.35516,1.34685,1.35106,354017,354017,354017,354017,1.3102564999999902,1.3102564999999902,1.3102564999999902
8,"2017-09-19 21:00:00",1505854800,1.35106,1.36574,1.34517,1.34928,411855,411855,411855,411855,1.31373049999999,1.31373049999999,1.31373049999999
9,"2017-09-20 21:00:00",1505941200,1.34928,1.35867,1.34707,1.35799,326347,326347,326347,326347,1.31763299999999,1.31763299999999,1.31763299999999
10,"2017-09-21 21:00:00",1506027600,1.35799,1.35958,1.34496,1.34912,334223,334223,334223,334223,1.32070649999999,1.32070649999999,1.32070649999999
11,"2017-09-24 21:00:00",1506286800,1.34875,1.35708,1.3431,1.34619,309166,309166,309166,309166,1.32335949999999,1.32335949999999,1.32335949999999
12,"2017-09-25 21:00:00",1506373200,1.34619,1.35149,1.34094,1.34571,311757,311757,311757,311757,1.32606299999999,1.32606299999999,1.32606299999999
13,"2017-09-26 21:00:00",1506459600,1.34571,1.34616,1.33634,1.33848,353807,353807,353807,353807,1.32836799999999,1.32836799999999,1.32836799999999
14,"2017-09-27 21:00:00",1506546000,1.33848,1.34563,1.33427,1.34379,323376,323376,323376,323376,1.3309134999999899,1.3309134999999899,1.3309134999999899
15,"2017-09-28 21:00:00",1506632400,1.34379,1.3443,1.33495,1.33951,308982,308982,308982,308982,1.3331379999999897,1.3331379999999897,1.3331379999999897
16,"2017-10-01 21:00:00",1506891600,1.33686,1.34023,1.3256,1.32709,270319,270319,270319,270319,1.33485099999999,1.33485099999999,1.33485099999999
17,"2017-10-02 21:00:00",1506978000,1.32709,1.32876,1.3222,1.32362,268977,268977,268977,268977,1.33588299999999,1.33588299999999,1.33588299999999
18,"2017-10-03 21:00:00",1507064400,1.32362,1.3292,1.32334,1.32448,258563,258563,258563,258563,1.33689749999999,1.33689749999999,1.33689749999999
19,"2017-10-04 21:00:00",1507150800,1.32448,1.32504,1.31075,1.31188,265839,265839,265839,265839,1.33699099999999,1.33699099999999,1.33699099999999
20,"2017-10-05 21:00:00",1507237200,1.31188,1.31211,1.3027,1.30642,290377,290377,290377,290377,1.33637149999999,1.33637149999999,1.33637149999999
21,"2017-10-08 21:00:00",1507496400,1.30931,1.31843,1.30749,1.31412,167648,167648,167648,167648,1.3362639999999901,1.3362639999999901,1.3362639999999901
22,"2017-10-09 21:00:00",1507582800,1.31412,1.32264,1.31311,1.32026,222940,222940,222940,222940,1.33586349999999,1.33586349999999,1.33586349999999
23,"2017-10-10 21:00:00",1507669200,1.32026,1.32344,1.31754,1.32225,226617,226617,226617,226617,1.33593499999999,1.33593499999999,1.33593499999999
24,"2017-10-11 21:00:00",1507755600,1.32225,1.32907,1.31214,1.32589,326042,326042,326042,326042,1.3352474999999902,1.3352474999999902,1.3352474999999902
25,"2017-10-12 21:00:00",1507842000,1.32589,1.3338,1.32475,1.32784,321729,321729,321729,321729,1.3337234999999903,1.3337234999999903,1.3337234999999903
26,"2017-10-15 21:00:00",1508101200,1.33042,1.33118,1.32251,1.32499,231480,231480,231480,231480,1.3324984999999903,1.3324984999999903,1.3324984999999903
27,"2017-10-16 21:00:00",1508187600,1.32499,1.32875,1.31547,1.31886,297564,297564,297564,297564,1.3308884999999901,1.3308884999999901,1.3308884999999901
28,"2017-10-17 21:00:00",1508274000,1.31886,1.32115,1.31399,1.32048,273625,273625,273625,273625,1.3294484999999903,1.3294484999999903,1.3294484999999903
29,"2017-10-18 21:00:00",1508360400,1.32048,1.32285,1.31258,1.31556,309413,309413,309413,309413,1.3273269999999902,1.3273269999999902,1.3273269999999902
30,"2017-10-19 21:00:00",1508446800,1.31556,1.32007,1.30878,1.31856,319287,319287,319287,319287,1.3257989999999904,1.3257989999999904,1.3257989999999904
31,"2017-10-22 21:00:00",1508706000,1.31805,1.32273,1.31578,1.31971,253116,253116,253116,253116,1.3244749999999903,1.3244749999999903,1.3244749999999903
32,"2017-10-23 21:00:00",1508792400,1.31971,1.32275,1.31131,1.31303,277901,277901,277901,277901,1.3228409999999904,1.3228409999999904,1.3228409999999904
33,"2017-10-24 21:00:00",1508878800,1.31303,1.32713,1.31101,1.32556,367563,367563,367563,367563,1.3221949999999905,1.3221949999999905,1.3221949999999905
34,"2017-10-25 21:00:00",1508965200,1.32556,1.32794,1.31467,1.31587,340903,340903,340903,340903,1.3207989999999905,1.3207989999999905,1.3207989999999905
35,"2017-10-26 21:00:00",1509051600,1.31587,1.31623,1.30698,1.31241,334812,334812,334812,334812,1.3194439999999905,1.3194439999999905,1.3194439999999905
36,"2017-10-29 21:00:00",1509310800,1.31181,1.3215,1.31181,1.32074,254644,254644,254644,254644,1.3191264999999905,1.3191264999999905,1.3191264999999905
37,"2017-10-30 21:00:00",1509397200,1.32074,1.32888,1.31918,1.32822,262472,262472,262472,262472,1.3193564999999907,1.3193564999999907,1.3193564999999907
38,"2017-10-31 21:00:00",1509483600,1.32822,1.33211,1.32404,1.32433,303314,303314,303314,303314,1.3193489999999906,1.3193489999999906,1.3193489999999906
39,"2017-11-01 21:00:00",1509570000,1.32433,1.32994,1.30427,1.30579,394853,394853,394853,394853,1.3190444999999906,1.3190444999999906,1.3190444999999906
40,"2017-11-02 21:00:00",1509656400,1.30579,1.31325,1.30391,1.30759,275160,275160,275160,275160,1.3191029999999908,1.3191029999999908,1.3191029999999908
41,"2017-11-05 22:00:00",1509919200,1.30672,1.31747,1.30586,1.31696,239936,239936,239936,239936,1.3192449999999907,1.3192449999999907,1.3192449999999907
42,"2017-11-06 22:00:00",1510005600,1.31696,1.3178,1.31089,1.31647,258490,258490,258490,258490,1.3190554999999906,1.3190554999999906,1.3190554999999906
43,"2017-11-07 22:00:00",1510092000,1.31647,1.31757,1.30862,1.31118,237477,237477,237477,237477,1.3185019999999905,1.3185019999999905,1.3185019999999905
44,"2017-11-08 22:00:00",1510178400,1.31118,1.3166,1.30851,1.31442,311996,311996,311996,311996,1.3179284999999905,1.3179284999999905,1.3179284999999905
45,"2017-11-09 22:00:00",1510264800,1.31442,1.32296,1.31123,1.31898,275721,275721,275721,275721,1.3174854999999905,1.3174854999999905,1.3174854999999905
46,"2017-11-12 22:00:00",1510524000,1.31601,1.31797,1.30617,1.31146,256367,256367,256367,256367,1.3168089999999906,1.3168089999999906,1.3168089999999906
47,"2017-11-13 22:00:00",1510610400,1.31146,1.31871,1.30738,1.31653,274351,274351,274351,274351,1.3166924999999905,1.3166924999999905,1.3166924999999905
48,"2017-11-14 22:00:00",1510696800,1.31653,1.32136,1.31302,1.31689,375144,375144,375144,375144,1.3165129999999905,1.3165129999999905,1.3165129999999905
